*Scheduled	Actual
07/26/1980 11:30 AM	07/26/1980 11:41 AM
07/26/1980 12:00 PM	07/26/1980 12:00 PM
07/26/1980 12:03 PM	07/26/1980 12:24 PM
07/26/1980 12:06 PM	
07/26/1980 12:55 PM	07/26/1980 12:55 PM
07/26/1980 1:00 PM	07/26/1980 1:29 PM
07/26/1980 1:05 PM	07/26/1980 1:07 PM
07/26/1980 1:17 PM	07/26/1980 1:25 PM
07/26/1980 1:20 PM	07/26/1980 1:20 PM
07/26/1980 2:03 PM	07/26/1980 2:10 PM
07/26/1980 2:05 PM	07/26/1980 2:28 PM
07/26/1980 2:15 PM	07/26/1980 2:20 PM
07/26/1980 3:00 PM	07/26/1980 3:03 PM
07/26/1980 3:00 PM	07/26/1980 4:14 PM
07/26/1980 3:04 PM	07/26/1980 3:04 PM
07/26/1980 3:13 PM	07/26/1980 3:14 PM
07/26/1980 3:15 PM	07/26/1980 3:15 PM
07/26/1980 3:15 PM	07/26/1980 3:55 PM
07/26/1980 3:40 PM	07/26/1980 4:06 PM
07/26/1980 4:00 PM	07/26/1980 4:00 PM
07/26/1980 4:03 PM	07/26/1980 4:04 PM
07/26/1980 4:05 PM	07/26/1980 4:17 PM
07/26/1980 4:30 PM	07/26/1980 4:30 PM
07/26/1980 5:00 PM	07/26/1980 5:01 PM
07/26/1980 5:00 PM	07/26/1980 9:51 PM
07/26/1980 5:05 PM	07/26/1980 5:05 PM
07/26/1980 5:15 PM	07/26/1980 5:16 PM
07/26/1980 5:17 PM	07/26/1980 5:19 PM
07/26/1980 6:00 PM	07/26/1980 6:00 PM
07/26/1980 6:03 PM	07/26/1980 6:20 PM
07/26/1980 6:05 PM	07/26/1980 6:19 PM
07/26/1980 7:00 PM	07/26/1980 7:04 PM
07/26/1980 7:01 PM	07/26/1980 7:01 PM
07/26/1980 7:03 PM	07/26/1980 7:03 PM
07/26/1980 7:15 PM	07/26/1980 7:16 PM
07/26/1980 7:30 PM	07/26/1980 7:30 PM
07/26/1980 7:53 PM	07/26/1980 7:53 PM
07/26/1980 8:00 PM	07/26/1980 8:30 PM
07/26/1980 8:01 PM	07/26/1980 8:01 PM
07/26/1980 9:00 PM	07/26/1980 9:17 PM
07/26/1980 9:05 PM	07/26/1980 9:11 PM
07/26/1980 9:15 PM	07/26/1980 9:15 PM
07/26/1980 10:05 PM	07/26/1980 10:05 PM
07/26/1980 11:05 PM	07/26/1980 11:25 PM
07/26/1980 11:35 PM	07/26/1980 11:35 PM
07/26/1980 11:58 PM	07/26/1980 11:58 PM
07/27/1980 2:40 AM	07/27/1980 4:36 AM
07/27/1980 3:00 AM	07/27/1980 3:00 AM
07/27/1980 4:40 AM	07/27/1980 4:40 AM
07/27/1980 5:30 AM	07/27/1980 5:30 AM
07/27/1980 6:00 AM	07/27/1980 6:00 AM
07/27/1980 6:05 AM	07/27/1980 6:22 AM
07/27/1980 6:10 AM	07/27/1980 6:10 AM
07/27/1980 6:20 AM	07/27/1980 6:20 AM
07/27/1980 6:55 AM	07/27/1980 6:55 AM
07/27/1980 7:00 AM	07/27/1980 7:00 AM
07/27/1980 7:05 AM	07/27/1980 7:06 AM
07/27/1980 7:15 AM	07/27/1980 7:21 AM
07/27/1980 7:17 AM	07/27/1980 7:17 AM
07/27/1980 7:25 AM	07/27/1980 7:25 AM
07/27/1980 8:00 AM	07/27/1980 8:00 AM
07/27/1980 8:00 AM	07/27/1980 8:02 AM
07/27/1980 8:10 AM	07/27/1980 8:10 AM
07/27/1980 8:15 AM	07/27/1980 8:16 AM
07/27/1980 8:30 AM	07/27/1980 8:30 AM
07/27/1980 9:00 AM	07/27/1980 9:00 AM
07/27/1980 9:30 AM	07/27/1980 9:31 AM
07/27/1980 9:35 AM	07/27/1980 9:46 AM
07/27/1980 10:00 AM	07/27/1980 10:00 AM
07/27/1980 10:03 AM	07/27/1980 10:04 AM
07/27/1980 10:20 AM	07/27/1980 10:20 AM
07/27/1980 10:35 AM	07/27/1980 10:37 AM
07/27/1980 10:52 AM	07/27/1980 10:52 AM
07/27/1980 11:00 AM	07/27/1980 11:00 AM
07/27/1980 11:00 AM	07/27/1980 11:00 AM
07/27/1980 11:02 AM	07/27/1980 11:02 AM
07/27/1980 11:20 AM	07/27/1980 11:20 AM
07/27/1980 11:33 AM	07/27/1980 11:38 AM
07/27/1980 11:35 AM	07/27/1980 11:35 AM
07/27/1980 12:00 PM	07/27/1980 12:00 PM
07/27/1980 12:03 PM	07/27/1980 12:04 PM
07/27/1980 12:05 PM	07/27/1980 12:05 PM
07/27/1980 12:30 PM	07/27/1980 12:30 PM
07/27/1980 12:35 PM	07/27/1980 12:38 PM
07/27/1980 1:00 PM	07/27/1980 1:00 PM
07/27/1980 1:03 PM	07/27/1980 1:03 PM
07/27/1980 1:20 PM	07/27/1980 1:20 PM
07/27/1980 2:00 PM	07/27/1980 2:00 PM
07/27/1980 2:00 PM	07/27/1980 2:00 PM
07/27/1980 2:02 PM	07/27/1980 2:03 PM
07/27/1980 2:11 PM	07/27/1980 2:12 PM
07/27/1980 2:15 PM	07/27/1980 2:16 PM
07/27/1980 2:20 PM	07/27/1980 2:20 PM
07/27/1980 2:44 PM	07/27/1980 2:44 PM
07/27/1980 3:00 PM	07/27/1980 3:19 PM
07/27/1980 3:00 PM	07/27/1980 3:00 PM
07/27/1980 3:05 PM	07/27/1980 3:06 PM
07/27/1980 3:15 PM	07/27/1980 3:15 PM
07/27/1980 3:15 PM	07/27/1980 3:15 PM
07/27/1980 3:30 PM	07/27/1980 3:30 PM
07/27/1980 3:35 PM	07/27/1980 3:39 PM
07/27/1980 3:40 PM	07/27/1980 3:41 PM
07/27/1980 4:00 PM	07/27/1980 4:18 PM
07/27/1980 4:00 PM	07/27/1980 4:09 PM
07/27/1980 4:03 PM	07/27/1980 4:03 PM
07/27/1980 4:05 PM	07/27/1980 4:05 PM
07/27/1980 4:40 PM	07/27/1980 4:40 PM
07/27/1980 4:42 PM	07/27/1980 4:43 PM
07/27/1980 5:00 PM	07/27/1980 5:07 PM
07/27/1980 5:00 PM	07/27/1980 5:00 PM
07/27/1980 5:10 PM	07/27/1980 5:10 PM
07/27/1980 5:39 PM	07/27/1980 5:51 PM
07/27/1980 5:42 PM	07/27/1980 6:03 PM
07/27/1980 5:47 PM	07/27/1980 5:50 PM
07/27/1980 6:00 PM	07/27/1980 6:18 PM
07/27/1980 6:00 PM	07/27/1980 6:06 PM
07/27/1980 6:25 PM	07/27/1980 6:25 PM
07/27/1980 6:35 PM	07/27/1980 6:44 PM
07/27/1980 6:45 PM	07/27/1980 6:50 PM
07/27/1980 6:45 PM	07/27/1980 6:49 PM
07/27/1980 7:00 PM	07/27/1980 7:00 PM
07/27/1980 7:00 PM	07/27/1980 7:13 PM
07/27/1980 7:15 PM	07/27/1980 7:15 PM
07/27/1980 7:40 PM	07/27/1980 7:50 PM
07/27/1980 7:50 PM	07/27/1980 7:50 PM
07/27/1980 8:00 PM	07/27/1980 8:01 PM
07/27/1980 8:55 PM	07/27/1980 8:56 PM
07/27/1980 9:05 PM	07/27/1980 9:05 PM
07/27/1980 9:10 PM	07/27/1980 9:13 PM
07/27/1980 10:05 PM	07/27/1980 10:05 PM
07/27/1980 10:45 PM	07/27/1980 10:49 PM
07/27/1980 11:15 PM	07/27/1980 11:15 PM
07/28/1980 2:40 AM	07/28/1980 2:40 AM
07/28/1980 3:00 AM	07/28/1980 3:00 AM
07/28/1980 4:40 AM	07/28/1980 4:40 AM
07/28/1980 5:30 AM	07/28/1980 5:30 AM
07/28/1980 6:00 AM	07/28/1980 6:01 AM
07/28/1980 6:05 AM	07/28/1980 6:06 AM
07/28/1980 6:10 AM	07/28/1980 6:10 AM
07/28/1980 6:20 AM	07/28/1980 6:23 AM
07/28/1980 6:55 AM	07/28/1980 6:55 AM
07/28/1980 7:00 AM	07/28/1980 7:00 AM
07/28/1980 7:05 AM	07/28/1980 7:06 AM
07/28/1980 7:15 AM	07/28/1980 7:17 AM
07/28/1980 7:17 AM	07/28/1980 7:17 AM
07/28/1980 7:25 AM	07/28/1980 7:25 AM
07/28/1980 8:00 AM	07/28/1980 8:00 AM
07/28/1980 8:00 AM	07/28/1980 8:00 AM
07/28/1980 8:10 AM	07/28/1980 8:12 AM
07/28/1980 8:15 AM	07/28/1980 8:21 AM
07/28/1980 8:30 AM	07/28/1980 8:34 AM
07/28/1980 9:00 AM	07/28/1980 9:01 AM
07/28/1980 9:30 AM	07/28/1980 9:31 AM
07/28/1980 9:35 AM	07/28/1980 11:09 AM
07/28/1980 10:00 AM	07/28/1980 10:01 AM
07/28/1980 10:03 AM	07/28/1980 10:03 AM
07/28/1980 10:20 AM	07/28/1980 10:23 AM
07/28/1980 10:35 AM	07/28/1980 10:45 AM
07/28/1980 10:52 AM	07/28/1980 10:52 AM
07/28/1980 11:00 AM	07/28/1980 11:29 AM
07/28/1980 11:00 AM	07/28/1980 11:00 AM
07/28/1980 11:02 AM	07/28/1980 11:05 AM
07/28/1980 11:20 AM	07/28/1980 11:20 AM
07/28/1980 11:33 AM	07/28/1980 11:50 AM
07/28/1980 11:35 AM	07/28/1980 11:35 AM
07/28/1980 12:00 PM	07/28/1980 12:00 PM
07/28/1980 12:03 PM	07/28/1980 12:03 PM
07/28/1980 12:05 PM	07/28/1980 12:05 PM
07/28/1980 12:30 PM	07/28/1980 12:39 PM
07/28/1980 12:35 PM	07/28/1980 12:40 PM
07/28/1980 1:00 PM	07/28/1980 1:01 PM
07/28/1980 1:03 PM	07/28/1980 1:04 PM
07/28/1980 1:20 PM	07/28/1980 1:22 PM
07/28/1980 2:00 PM	07/28/1980 2:00 PM
07/28/1980 2:00 PM	07/28/1980 2:00 PM
07/28/1980 2:02 PM	07/28/1980 2:08 PM
07/28/1980 2:11 PM	07/28/1980 2:11 PM
07/28/1980 2:15 PM	07/28/1980 2:15 PM
07/28/1980 2:20 PM	07/28/1980 2:20 PM
07/28/1980 2:44 PM	07/28/1980 2:44 PM
07/28/1980 3:00 PM	07/28/1980 3:00 PM
07/28/1980 3:00 PM	07/28/1980 3:00 PM
07/28/1980 3:05 PM	07/28/1980 3:05 PM
07/28/1980 3:15 PM	07/28/1980 3:25 PM
07/28/1980 3:15 PM	07/28/1980 3:16 PM
07/28/1980 3:30 PM	07/28/1980 3:30 PM
07/28/1980 3:35 PM	07/28/1980 3:52 PM
07/28/1980 3:40 PM	07/28/1980 3:40 PM
07/28/1980 4:00 PM	07/28/1980 4:06 PM
07/28/1980 4:00 PM	07/28/1980 4:08 PM
07/28/1980 4:03 PM	07/28/1980 4:04 PM
07/28/1980 4:05 PM	07/28/1980 4:06 PM
07/28/1980 4:40 PM	07/28/1980 4:43 PM
07/28/1980 4:42 PM	07/28/1980 4:43 PM
07/28/1980 5:00 PM	07/28/1980 5:34 PM
07/28/1980 5:00 PM	07/28/1980 5:13 PM
07/28/1980 5:10 PM	07/28/1980 5:10 PM
07/28/1980 5:39 PM	07/28/1980 5:44 PM
07/28/1980 5:42 PM	07/28/1980 6:41 PM
07/28/1980 5:47 PM	07/28/1980 5:47 PM
07/28/1980 6:00 PM	07/28/1980 6:01 PM
07/28/1980 6:00 PM	07/28/1980 6:00 PM
07/28/1980 6:25 PM	07/28/1980 6:27 PM
07/28/1980 6:35 PM	07/28/1980 6:36 PM
07/28/1980 6:45 PM	07/28/1980 6:54 PM
07/28/1980 6:45 PM	07/28/1980 6:47 PM
07/28/1980 7:00 PM	07/28/1980 7:07 PM
07/28/1980 7:00 PM	07/28/1980 7:13 PM
07/28/1980 7:15 PM	07/28/1980 7:15 PM
07/28/1980 7:40 PM	07/28/1980 9:30 PM
07/28/1980 7:50 PM	07/28/1980 7:50 PM
07/28/1980 8:00 PM	07/28/1980 8:19 PM
07/28/1980 8:55 PM	07/28/1980 8:56 PM
07/28/1980 9:05 PM	07/28/1980 9:23 PM
07/28/1980 9:10 PM	07/28/1980 9:10 PM
07/28/1980 10:05 PM	07/28/1980 10:07 PM
07/28/1980 10:45 PM	07/28/1980 10:45 PM
07/28/1980 11:15 PM	07/28/1980 11:15 PM
07/29/1980 2:40 AM	07/29/1980 2:40 AM
07/29/1980 3:00 AM	07/29/1980 3:00 AM
07/29/1980 4:40 AM	07/29/1980 4:40 AM
07/29/1980 5:30 AM	07/29/1980 5:31 AM
07/29/1980 6:00 AM	07/29/1980 6:01 AM
07/29/1980 6:05 AM	07/29/1980 6:08 AM
07/29/1980 6:10 AM	07/29/1980 6:10 AM
07/29/1980 6:20 AM	07/29/1980 6:20 AM
07/29/1980 6:45 AM	07/29/1980 6:45 AM
07/29/1980 6:55 AM	07/29/1980 6:55 AM
07/29/1980 7:00 AM	07/29/1980 7:01 AM
07/29/1980 7:05 AM	07/29/1980 7:05 AM
07/29/1980 7:15 AM	07/29/1980 7:19 AM
07/29/1980 7:17 AM	07/29/1980 7:21 AM
07/29/1980 7:25 AM	07/29/1980 7:25 AM
07/29/1980 8:00 AM	07/29/1980 8:00 AM
07/29/1980 8:00 AM	07/29/1980 8:00 AM
07/29/1980 8:10 AM	07/29/1980 8:13 AM
07/29/1980 8:15 AM	07/29/1980 8:25 AM
07/29/1980 8:30 AM	07/29/1980 8:32 AM
07/29/1980 9:00 AM	07/29/1980 9:00 AM
07/29/1980 9:30 AM	07/29/1980 9:30 AM
07/29/1980 9:35 AM	07/29/1980 9:39 AM
07/29/1980 10:00 AM	07/29/1980 10:07 AM
07/29/1980 10:03 AM	07/29/1980 10:03 AM
07/29/1980 10:20 AM	07/29/1980 10:21 AM
07/29/1980 10:35 AM	07/29/1980 11:08 AM
07/29/1980 10:52 AM	07/29/1980 10:52 AM
07/29/1980 11:00 AM	07/29/1980 11:09 AM
07/29/1980 11:00 AM	07/29/1980 11:00 AM
07/29/1980 11:02 AM	07/29/1980 11:11 AM
07/29/1980 11:20 AM	07/29/1980 11:20 AM
07/29/1980 11:33 AM	07/29/1980 11:33 AM
07/29/1980 11:35 AM	07/29/1980 11:35 AM
07/29/1980 12:00 PM	07/29/1980 12:00 PM
07/29/1980 12:03 PM	07/29/1980 12:03 PM
07/29/1980 12:05 PM	07/29/1980 12:05 PM
07/29/1980 12:30 PM	07/29/1980 12:53 PM
07/29/1980 12:35 PM	07/29/1980 12:35 PM
07/29/1980 1:00 PM	07/29/1980 1:18 PM
07/29/1980 1:03 PM	07/29/1980 1:04 PM
07/29/1980 1:20 PM	07/29/1980 1:22 PM
07/29/1980 2:00 PM	07/29/1980 2:00 PM
07/29/1980 2:00 PM	07/29/1980 2:00 PM
07/29/1980 2:02 PM	07/29/1980 2:04 PM
07/29/1980 2:11 PM	07/29/1980 2:11 PM
07/29/1980 2:15 PM	07/29/1980 2:16 PM
07/29/1980 2:20 PM	07/29/1980 2:20 PM
07/29/1980 2:44 PM	07/29/1980 2:44 PM
07/29/1980 3:00 PM	07/29/1980 3:12 PM
07/29/1980 3:00 PM	07/29/1980 3:09 PM
07/29/1980 3:05 PM	07/29/1980 3:06 PM
07/29/1980 3:15 PM	07/29/1980 3:27 PM
07/29/1980 3:15 PM	07/29/1980 3:15 PM
07/29/1980 3:30 PM	07/29/1980 3:30 PM
07/29/1980 3:35 PM	07/29/1980 3:56 PM
07/29/1980 3:40 PM	07/29/1980 3:40 PM
07/29/1980 4:00 PM	
07/29/1980 4:00 PM	07/29/1980 4:06 PM
07/29/1980 4:03 PM	07/29/1980 4:03 PM
07/29/1980 4:05 PM	07/29/1980 4:06 PM
07/29/1980 4:40 PM	07/29/1980 4:40 PM
07/29/1980 4:42 PM	07/29/1980 4:43 PM
07/29/1980 5:00 PM	07/29/1980 5:00 PM
07/29/1980 5:00 PM	07/29/1980 5:04 PM
07/29/1980 5:10 PM	07/29/1980 5:10 PM
07/29/1980 5:39 PM	07/29/1980 5:40 PM
07/29/1980 5:42 PM	07/29/1980 6:11 PM
07/29/1980 5:47 PM	07/29/1980 5:47 PM
07/29/1980 6:00 PM	07/29/1980 6:04 PM
07/29/1980 6:00 PM	
07/29/1980 6:25 PM	07/29/1980 6:25 PM
07/29/1980 6:35 PM	07/29/1980 6:36 PM
07/29/1980 6:45 PM	07/29/1980 6:52 PM
07/29/1980 6:45 PM	07/29/1980 6:46 PM
07/29/1980 7:00 PM	07/29/1980 7:08 PM
07/29/1980 7:00 PM	07/29/1980 7:12 PM
07/29/1980 7:15 PM	07/29/1980 7:15 PM
07/29/1980 7:40 PM	07/29/1980 7:40 PM
07/29/1980 7:50 PM	07/29/1980 7:50 PM
07/29/1980 8:00 PM	07/29/1980 8:19 PM
07/29/1980 8:55 PM	07/29/1980 8:55 PM
07/29/1980 9:05 PM	07/29/1980 9:06 PM
07/29/1980 9:10 PM	07/29/1980 9:11 PM
07/29/1980 10:05 PM	07/29/1980 10:24 PM
07/29/1980 10:45 PM	07/29/1980 10:45 PM
07/29/1980 11:15 PM	07/29/1980 11:15 PM
07/30/1980 2:40 AM	07/30/1980 2:40 AM
07/30/1980 3:00 AM	07/30/1980 3:01 AM
07/30/1980 4:40 AM	07/30/1980 4:40 AM
07/30/1980 5:30 AM	07/30/1980 5:30 AM
07/30/1980 6:00 AM	07/30/1980 6:02 AM
07/30/1980 6:05 AM	07/30/1980 6:05 AM
07/30/1980 6:10 AM	07/30/1980 6:13 AM
07/30/1980 6:20 AM	07/30/1980 6:20 AM
07/30/1980 6:55 AM	
07/30/1980 7:00 AM	07/30/1980 7:00 AM
07/30/1980 7:05 AM	07/30/1980 7:05 AM
07/30/1980 7:15 AM	07/30/1980 7:15 AM
07/30/1980 7:17 AM	07/30/1980 7:19 AM
07/30/1980 7:25 AM	07/30/1980 7:25 AM
07/30/1980 8:00 AM	07/30/1980 8:00 AM
07/30/1980 8:00 AM	07/30/1980 8:02 AM
07/30/1980 8:10 AM	07/30/1980 8:10 AM
07/30/1980 8:15 AM	07/30/1980 8:41 AM
07/30/1980 8:30 AM	07/30/1980 10:10 AM
07/30/1980 9:00 AM	07/30/1980 9:00 AM
07/30/1980 9:30 AM	07/30/1980 9:31 AM
07/30/1980 9:35 AM	07/30/1980 9:36 AM
07/30/1980 10:00 AM	07/30/1980 10:05 AM
07/30/1980 10:03 AM	07/30/1980 10:07 AM
07/30/1980 10:20 AM	07/30/1980 10:21 AM
07/30/1980 10:35 AM	07/30/1980 10:35 AM
07/30/1980 10:52 AM	07/30/1980 10:52 AM
07/30/1980 11:00 AM	07/30/1980 11:06 AM
07/30/1980 11:00 AM	07/30/1980 11:08 AM
07/30/1980 11:02 AM	07/30/1980 11:03 AM
07/30/1980 11:20 AM	07/30/1980 11:20 AM
07/30/1980 11:33 AM	07/30/1980 11:33 AM
07/30/1980 11:35 AM	07/30/1980 11:35 AM
07/30/1980 12:00 PM	07/30/1980 12:00 PM
07/30/1980 12:03 PM	07/30/1980 12:03 PM
07/30/1980 12:05 PM	07/30/1980 12:05 PM
07/30/1980 12:30 PM	07/30/1980 12:30 PM
07/30/1980 12:35 PM	07/30/1980 12:35 PM
07/30/1980 1:00 PM	07/30/1980 1:07 PM
07/30/1980 1:03 PM	07/30/1980 1:03 PM
07/30/1980 1:20 PM	07/30/1980 1:20 PM
07/30/1980 2:00 PM	07/30/1980 2:00 PM
07/30/1980 2:00 PM	07/30/1980 2:00 PM
07/30/1980 2:02 PM	07/30/1980 2:10 PM
07/30/1980 2:11 PM	07/30/1980 2:12 PM
07/30/1980 2:15 PM	07/30/1980 2:43 PM
07/30/1980 2:20 PM	07/30/1980 2:20 PM
07/30/1980 2:44 PM	07/30/1980 2:44 PM
07/30/1980 3:00 PM	07/30/1980 3:01 PM
07/30/1980 3:00 PM	07/30/1980 3:06 PM
07/30/1980 3:05 PM	07/30/1980 3:05 PM
07/30/1980 3:15 PM	07/30/1980 3:15 PM
07/30/1980 3:15 PM	07/30/1980 3:16 PM
07/30/1980 3:30 PM	07/30/1980 3:37 PM
07/30/1980 3:35 PM	07/30/1980 3:41 PM
07/30/1980 3:40 PM	07/30/1980 4:10 PM
07/30/1980 4:00 PM	07/30/1980 4:00 PM
07/30/1980 4:00 PM	07/30/1980 4:08 PM
07/30/1980 4:03 PM	07/30/1980 4:03 PM
07/30/1980 4:05 PM	07/30/1980 4:07 PM
07/30/1980 4:40 PM	07/30/1980 4:40 PM
07/30/1980 4:42 PM	07/30/1980 4:42 PM
07/30/1980 5:00 PM	07/30/1980 5:00 PM
07/30/1980 5:00 PM	07/30/1980 5:03 PM
07/30/1980 5:10 PM	07/30/1980 5:10 PM
07/30/1980 5:39 PM	07/30/1980 5:42 PM
07/30/1980 5:42 PM	07/30/1980 6:44 PM
07/30/1980 5:47 PM	07/30/1980 5:47 PM
07/30/1980 6:00 PM	07/30/1980 6:01 PM
07/30/1980 6:00 PM	07/30/1980 6:30 PM
07/30/1980 6:25 PM	07/30/1980 6:28 PM
07/30/1980 6:35 PM	07/30/1980 6:35 PM
07/30/1980 6:45 PM	07/30/1980 7:27 PM
07/30/1980 6:45 PM	07/30/1980 6:49 PM
07/30/1980 7:00 PM	07/30/1980 7:00 PM
07/30/1980 7:00 PM	07/30/1980 7:29 PM
07/30/1980 7:15 PM	07/30/1980 7:17 PM
07/30/1980 7:40 PM	07/30/1980 7:40 PM
07/30/1980 7:50 PM	07/30/1980 7:55 PM
07/30/1980 8:00 PM	07/30/1980 8:22 PM
07/30/1980 8:55 PM	07/30/1980 8:55 PM
07/30/1980 9:05 PM	07/30/1980 9:12 PM
07/30/1980 9:10 PM	07/30/1980 9:19 PM
07/30/1980 10:05 PM	07/30/1980 10:07 PM
07/30/1980 10:45 PM	07/31/1980 1:34 AM
07/30/1980 11:15 PM	07/30/1980 11:31 PM
07/31/1980 2:40 AM	07/31/1980 3:15 AM
07/31/1980 3:00 AM	07/31/1980 3:00 AM
07/31/1980 4:40 AM	07/31/1980 4:40 AM
07/31/1980 5:30 AM	07/31/1980 5:30 AM
07/31/1980 6:00 AM	07/31/1980 6:02 AM
07/31/1980 6:05 AM	07/31/1980 6:10 AM
07/31/1980 6:10 AM	07/31/1980 6:13 AM
07/31/1980 6:20 AM	07/31/1980 6:21 AM
07/31/1980 6:45 AM	07/31/1980 6:45 AM
07/31/1980 6:55 AM	07/31/1980 6:55 AM
07/31/1980 7:00 AM	07/31/1980 7:02 AM
07/31/1980 7:05 AM	07/31/1980 7:06 AM
07/31/1980 7:15 AM	07/31/1980 7:16 AM
07/31/1980 7:17 AM	07/31/1980 7:18 AM
07/31/1980 7:25 AM	07/31/1980 7:25 AM
07/31/1980 8:00 AM	07/31/1980 8:00 AM
07/31/1980 8:00 AM	07/31/1980 8:00 AM
07/31/1980 8:10 AM	07/31/1980 8:10 AM
07/31/1980 8:15 AM	07/31/1980 8:15 AM
07/31/1980 8:30 AM	07/31/1980 8:30 AM
07/31/1980 9:00 AM	07/31/1980 9:20 AM
07/31/1980 9:30 AM	07/31/1980 9:30 AM
07/31/1980 9:35 AM	07/31/1980 9:41 AM
07/31/1980 10:00 AM	07/31/1980 10:01 AM
07/31/1980 10:03 AM	07/31/1980 10:03 AM
07/31/1980 10:20 AM	07/31/1980 10:20 AM
07/31/1980 10:35 AM	07/31/1980 11:06 AM
07/31/1980 10:52 AM	07/31/1980 10:52 AM
07/31/1980 11:00 AM	07/31/1980 11:12 AM
07/31/1980 11:00 AM	07/31/1980 11:00 AM
07/31/1980 11:02 AM	07/31/1980 11:02 AM
07/31/1980 11:20 AM	07/31/1980 11:20 AM
07/31/1980 11:33 AM	07/31/1980 11:33 AM
07/31/1980 11:35 AM	07/31/1980 11:35 AM
07/31/1980 12:00 PM	07/31/1980 12:00 PM
07/31/1980 12:03 PM	07/31/1980 12:03 PM
07/31/1980 12:05 PM	07/31/1980 12:05 PM
07/31/1980 12:30 PM	07/31/1980 12:36 PM
07/31/1980 12:35 PM	07/31/1980 12:35 PM
07/31/1980 1:00 PM	07/31/1980 1:01 PM
07/31/1980 1:03 PM	07/31/1980 1:11 PM
07/31/1980 1:09 PM	07/31/1980 1:09 PM
07/31/1980 1:20 PM	07/31/1980 1:20 PM
07/31/1980 2:00 PM	07/31/1980 2:08 PM
07/31/1980 2:00 PM	07/31/1980 2:00 PM
07/31/1980 2:02 PM	07/31/1980 2:07 PM
07/31/1980 2:11 PM	07/31/1980 2:11 PM
07/31/1980 2:15 PM	07/31/1980 2:16 PM
07/31/1980 2:20 PM	07/31/1980 2:20 PM
07/31/1980 2:44 PM	07/31/1980 2:44 PM
07/31/1980 3:00 PM	07/31/1980 3:09 PM
07/31/1980 3:00 PM	07/31/1980 3:00 PM
07/31/1980 3:05 PM	07/31/1980 3:05 PM
07/31/1980 3:15 PM	07/31/1980 3:23 PM
07/31/1980 3:15 PM	07/31/1980 3:16 PM
07/31/1980 3:30 PM	07/31/1980 3:33 PM
07/31/1980 3:35 PM	07/31/1980 3:53 PM
07/31/1980 3:40 PM	07/31/1980 3:52 PM
07/31/1980 4:00 PM	07/31/1980 4:01 PM
07/31/1980 4:00 PM	07/31/1980 4:00 PM
07/31/1980 4:03 PM	07/31/1980 4:03 PM
07/31/1980 4:05 PM	07/31/1980 4:06 PM
07/31/1980 4:40 PM	07/31/1980 4:40 PM
07/31/1980 4:42 PM	07/31/1980 4:42 PM
07/31/1980 5:00 PM	07/31/1980 5:01 PM
07/31/1980 5:00 PM	07/31/1980 5:09 PM
07/31/1980 5:10 PM	07/31/1980 5:10 PM
07/31/1980 5:39 PM	07/31/1980 5:50 PM
07/31/1980 5:42 PM	07/31/1980 6:32 PM
07/31/1980 5:47 PM	07/31/1980 5:47 PM
07/31/1980 6:00 PM	07/31/1980 6:00 PM
07/31/1980 6:00 PM	07/31/1980 6:15 PM
07/31/1980 6:25 PM	07/31/1980 6:25 PM
07/31/1980 6:35 PM	07/31/1980 7:10 PM
07/31/1980 6:45 PM	07/31/1980 6:48 PM
07/31/1980 6:45 PM	07/31/1980 7:05 PM
07/31/1980 7:00 PM	07/31/1980 7:03 PM
07/31/1980 7:00 PM	07/31/1980 7:10 PM
07/31/1980 7:15 PM	07/31/1980 7:20 PM
07/31/1980 7:40 PM	07/31/1980 7:56 PM
07/31/1980 7:50 PM	07/31/1980 7:50 PM
07/31/1980 8:00 PM	07/31/1980 8:12 PM
07/31/1980 8:55 PM	07/31/1980 8:55 PM
07/31/1980 8:57 PM	07/31/1980 9:00 PM
07/31/1980 9:05 PM	07/31/1980 9:15 PM
07/31/1980 9:10 PM	07/31/1980 9:10 PM
07/31/1980 10:05 PM	07/31/1980 10:05 PM
07/31/1980 10:45 PM	07/31/1980 10:45 PM
07/31/1980 11:15 PM	07/31/1980 11:15 PM
